D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_277.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_277.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_277.jpg, 0, 1, 0, 2.776069
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_381.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_381.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_381.jpg, -0.2097627, 1, 0, 3.936431
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_481.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_481.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_481.jpg, -0.2975655, 1, 0, 5.08455
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_582.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_582.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_582.jpg, 0, 1, 0, 6.238067
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_684.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_684.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_684.jpg, 0, 1, 0, 7.380713
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_786.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_786.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_786.jpg, -0.0199425, 1, 0, 8.513587
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_892.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_892.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_892.jpg, -0.3760956, 1, 0, 9.818107
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_30_998.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_30_998.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_30_998.jpg, -0.2115063, 1, 0, 10.90422
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_098.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_098.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_098.jpg, 0, 1, 0, 12.11349
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_203.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_203.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_203.jpg, 0, 1, 0, 12.84834
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_309.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_309.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_309.jpg, -0.2596179, 1, 0, 14.30965
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_414.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_414.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_414.jpg, -0.267402, 1, 0, 15.37888
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_518.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_518.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_518.jpg, 0, 1, 0, 16.37861
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_621.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_621.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_621.jpg, 0, 1, 0, 17.45632
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_722.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_722.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_722.jpg, 0, 1, 0, 18.47516
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_827.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_827.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_827.jpg, 0, 1, 0, 19.50987
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_31_930.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_31_930.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_31_930.jpg, -0.05679749, 1, 0, 20.72505
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_030.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_030.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_030.jpg, -0.3584571, 1, 0, 21.65407
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_131.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_131.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_131.jpg, -0.2973276, 1, 0, 22.55417
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_232.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_232.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_232.jpg, 0, 1, 0, 23.53575
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_332.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_332.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_332.jpg, -0.1772958, 1, 0, 24.49284
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_435.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_435.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_435.jpg, -0.467838, 1, 0, 25.35905
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_540.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_540.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_540.jpg, -0.4097514, 1, 0, 26.16863
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_641.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_641.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_641.jpg, -0.3852993, 1, 0, 27.11876
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_747.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_747.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_747.jpg, -0.1315922, 1, 0, 28.06383
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_851.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_851.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_851.jpg, 0, 1, 0, 29.1573
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_32_957.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_32_957.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_32_957.jpg, 0, 1, 0, 30.07127
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_057.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_057.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_057.jpg, 0, 1, 0, 30.19011
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_161.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_161.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_161.jpg, 0, 1, 0, 30.19023
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_266.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_266.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_266.jpg, -0.2707785, 1, 0, 30.172
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_368.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_368.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_368.jpg, -0.01123614, 1, 0, 30.19004
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_470.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_470.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_470.jpg, -0.1257048, 1, 0, 30.18876
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_574.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_574.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_574.jpg, -0.3013506, 1, 0, 30.17358
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_678.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_678.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_678.jpg, -0.007871673, 1, 0, 30.18936
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_780.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_780.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_780.jpg, -0.1233945, 1, 0, 30.1895
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_880.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_880.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_880.jpg, -0.2058636, 1, 0, 30.18693
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_33_980.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_33_980.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_33_980.jpg, 0, 1, 0, 30.18905
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_087.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_087.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_087.jpg, 0, 1, 0, 30.1902
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_192.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_192.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_192.jpg, 0, 1, 0, 30.19036
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_294.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_294.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_294.jpg, 0, 1, 0, 30.1903
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_399.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_399.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_399.jpg, -0.104319, 1, 0, 30.1876
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_504.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_504.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_504.jpg, -0.2201655, 1, 0, 30.18174
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_610.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_610.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_610.jpg, 0, 1, 0, 30.1897
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_715.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_715.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_715.jpg, 0, 1, 0, 30.19026
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_817.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_817.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_817.jpg, 0, 1, 0, 30.1903
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_34_923.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_34_923.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_34_923.jpg, -0.300636, 1, 0, 30.16884
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_030.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_030.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_030.jpg, -0.0224142, 1, 0, 30.18992
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_136.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_136.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_136.jpg, 0, 1, 0, 30.18998
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_241.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_241.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_241.jpg, 0, 1, 0, 30.19025
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_344.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_344.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_344.jpg, -0.2496606, 1, 0, 30.17597
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_447.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_447.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_447.jpg, 0, 1, 0, 30.18955
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_547.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_547.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_547.jpg, 0, 1, 0, 30.19027
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_652.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_652.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_652.jpg, -0.1341393, 1, 0, 30.18929
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_756.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_756.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_756.jpg, 0, 1, 0, 30.18989
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_857.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_857.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_857.jpg, 0, 1, 0, 30.19024
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_35_965.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_35_965.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_35_965.jpg, -0.1499583, 1, 0, 30.18498
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_067.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_067.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_067.jpg, 0, 1, 0, 30.18984
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_174.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_174.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_174.jpg, -0.0629154, 1, 0, 30.1891
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_276.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_276.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_276.jpg, -0.3478758, 1, 0, 30.16292
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_377.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_377.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_377.jpg, -0.08611766, 1, 0, 30.19165
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_479.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_479.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_479.jpg, 0, 1, 0, 30.18972
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_583.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_583.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_583.jpg, 0, 1, 0, 30.19025
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_686.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_686.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_686.jpg, 0, 1, 0, 30.19029
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_787.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_787.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_787.jpg, 0, 1, 0, 30.19028
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_888.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_888.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_888.jpg, 0, 1, 0, 30.1903
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_36_993.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_36_993.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_36_993.jpg, -0.0240294, 1, 0, 30.19016
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_097.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_097.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_097.jpg, -0.2178831, 1, 0, 30.17759
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_201.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_201.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_201.jpg, 0, 1, 0, 30.18945
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_304.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_304.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_304.jpg, 0, 1, 0, 30.19069
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_407.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_407.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_407.jpg, 0, 1, 0, 30.1903
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_510.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_510.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_510.jpg, -0.07303379, 1, 0, 30.18916
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_613.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_613.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_613.jpg, -0.2440257, 1, 0, 30.17705
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_716.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_716.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_716.jpg, 0, 1, 0, 30.18867
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_820.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_820.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_820.jpg, 0, 1, 0, 30.19011
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_37_926.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_37_926.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_37_926.jpg, 0, 1, 0, 30.19029
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_38_031.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_38_031.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_38_031.jpg, -0.2472276, 1, 0, 30.17571
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_38_132.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_38_132.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_38_132.jpg, 0, 1, 0, 30.18941
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_38_233.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_38_233.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_38_233.jpg, 0, 1, 0, 30.19019
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_38_339.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_38_339.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_38_339.jpg, -0.1264944, 1, 0, 30.1869
D:\SELF_DRIVING_CAR\DATA\IMG\center_2024_03_10_20_37_38_439.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\left_2024_03_10_20_37_38_439.jpg, D:\SELF_DRIVING_CAR\DATA\IMG\right_2024_03_10_20_37_38_439.jpg, -0.1625967, 1, 0, 30.18885
